waypoint,kind,east_m,north_m,lat,lon,yaw_rad,lookahead_m,speed_mps,local_radius_m
1123,stripe,-7.187,-17.004,40.485473774,-80.332510092,4.974187,3.00,0.75,
1124,stripe,-7.059,-17.482,40.485469447,-80.332508578,4.974187,3.00,0.75,
1125,stripe,-6.931,-17.961,40.485465119,-80.332507064,4.974187,3.00,0.75,
1126,stripe,-6.803,-18.439,40.485460792,-80.332505550,4.974187,3.00,0.75,
1127,stripe,-6.675,-18.917,40.485456465,-80.332504036,4.974187,3.00,0.75,
1128,stripe,-6.547,-19.396,40.485452137,-80.332502522,4.974187,3.00,0.75,
1129,stripe,-6.418,-19.874,40.485447810,-80.332501009,4.974187,3.00,0.75,
1130,stripe,-6.290,-20.352,40.485443482,-80.332499495,4.974187,3.00,0.75,
1131,stripe,-6.162,-20.831,40.485439155,-80.332497981,4.974187,3.00,0.75,
1132,stripe,-6.034,-21.309,40.485434828,-80.332496467,4.974187,3.00,0.75,
1133,stripe,-5.906,-21.787,40.485430500,-80.332494953,4.974187,3.00,0.75,
1134,stripe,-5.778,-22.266,40.485426173,-80.332493439,4.974187,3.00,0.75,
1135,stripe,-5.649,-22.744,40.485421845,-80.332491925,4.974187,3.00,0.75,
1136,stripe,-5.521,-23.222,40.485417518,-80.332490412,4.974187,3.00,0.75,
1137,stripe,-5.393,-23.701,40.485413191,-80.332488898,4.974187,3.00,0.75,
1138,stripe,-5.265,-24.179,40.485408863,-80.332487384,4.974187,3.00,0.75,
1139,stripe,-5.137,-24.658,40.485404536,-80.332485870,4.974187,3.00,0.75,
1140,stripe,-5.009,-25.136,40.485400208,-80.332484356,4.974187,3.00,0.75,
1141,stripe,-4.880,-25.614,40.485395881,-80.332482842,4.974187,3.00,0.75,
1142,stripe,-4.752,-26.093,40.485391554,-80.332481328,4.974187,3.00,0.75,
1143,stripe,-4.624,-26.571,40.485387226,-80.332479815,4.974187,3.00,0.75,
1144,stripe,-4.496,-27.049,40.485382899,-80.332478301,4.974187,3.00,0.75,
1145,stripe,-4.368,-27.528,40.485378571,-80.332476787,4.974187,3.00,0.75,
1146,stripe,-4.240,-28.006,40.485374244,-80.332475273,5.105766,3.00,0.75,3.779
1147,connector,-4.048,-28.466,40.485370078,-80.332473016,5.368924,1.50,0.50,1.900
1148,connector,-3.744,-28.861,40.485366506,-80.332469422,5.632081,1.50,0.50,1.900
1149,connector,-3.348,-29.164,40.485363772,-80.332464738,5.819645,1.50,0.50,1.900
1150,connector,-3.157,-29.259,40.485362912,-80.332462492,5.744051,1.50,0.50,4.706
1151,connector,-2.730,-29.515,40.485360597,-80.332457438,5.480893,1.50,0.50,1.900
1152,connector,-2.383,-29.873,40.485357354,-80.332453345,5.217735,1.50,0.50,1.900
1153,connector,-2.142,-30.309,40.485353408,-80.332450495,4.954577,1.50,0.50,1.900
1154,connector,-2.022,-30.793,40.485349029,-80.332449083,4.691420,1.50,0.50,1.900
1155,connector,-2.033,-31.292,40.485344520,-80.332449206,4.428262,1.50,0.50,1.900
1156,connector,-2.172,-31.770,40.485340190,-80.332450857,4.165104,1.50,0.50,1.900
1157,connector,-2.432,-32.196,40.485336339,-80.332453921,3.901946,1.50,0.50,1.900
1158,connector,-2.793,-32.540,40.485333231,-80.332458188,3.638788,1.50,0.50,1.900
1159,connector,-3.231,-32.777,40.485331079,-80.332463363,3.375630,1.50,0.50,1.900
1160,connector,-3.716,-32.893,40.485330033,-80.332469091,3.112472,1.50,0.50,1.900
1161,connector,-4.214,-32.878,40.485330165,-80.332474977,2.849314,1.50,0.50,1.900
1162,connector,-4.692,-32.735,40.485331464,-80.332480616,2.586156,1.50,0.50,1.900
1163,connector,-5.115,-32.472,40.485333843,-80.332485619,2.322998,1.50,0.50,1.900
1164,connector,-5.456,-32.108,40.485337136,-80.332489642,2.059841,1.50,0.50,1.900
1165,connector,-5.690,-31.668,40.485341117,-80.332492409,1.796683,1.50,0.50,1.900
1166,connector,-5.802,-31.182,40.485345513,-80.332493728,1.533525,1.50,0.50,1.900
1167,connector,-5.783,-30.684,40.485350020,-80.332493508,1.270367,1.50,0.50,1.900
1168,connector,-5.636,-30.207,40.485354328,-80.332491766,1.047670,1.50,0.50,1.900
1169,connector,-5.463,-29.908,40.485357038,-80.332489725,1.088132,1.50,0.50,10.435
1170,connector,-5.232,-29.466,40.485361033,-80.332486992,1.351290,1.50,0.50,1.900
1171,connector,-5.123,-28.980,40.485365435,-80.332485710,1.614448,1.50,0.50,1.900
1172,connector,-5.145,-28.482,40.485369941,-80.332485967,1.789311,1.50,0.50,1.900
1173,connector,-5.181,-28.321,40.485371393,-80.332486388,1.832595,1.50,0.50,7.652
1174,stripe,-5.309,-27.840,40.485375744,-80.332487910,1.832595,3.00,0.75,
1175,stripe,-5.438,-27.359,40.485380094,-80.332489432,1.832595,3.00,0.75,
1176,stripe,-5.567,-26.878,40.485384445,-80.332490954,1.832595,3.00,0.75,
1177,stripe,-5.696,-26.397,40.485388795,-80.332492476,1.832595,3.00,0.75,
1178,stripe,-5.825,-25.917,40.485393146,-80.332493998,1.832595,3.00,0.75,
1179,stripe,-5.954,-25.436,40.485397497,-80.332495520,1.832595,3.00,0.75,
1180,stripe,-6.083,-24.955,40.485401847,-80.332497042,1.832595,3.00,0.75,
1181,stripe,-6.211,-24.474,40.485406198,-80.332498564,1.832595,3.00,0.75,
1182,stripe,-6.340,-23.993,40.485410548,-80.332500086,1.832595,3.00,0.75,
1183,stripe,-6.469,-23.512,40.485414899,-80.332501608,1.832595,3.00,0.75,
1184,stripe,-6.598,-23.031,40.485419250,-80.332503130,1.832595,3.00,0.75,
1185,stripe,-6.727,-22.550,40.485423600,-80.332504652,1.832595,3.00,0.75,
1186,stripe,-6.856,-22.069,40.485427951,-80.332506174,1.832595,3.00,0.75,
1187,stripe,-6.985,-21.588,40.485432301,-80.332507696,1.832595,3.00,0.75,
1188,stripe,-7.113,-21.107,40.485436652,-80.332509218,1.832595,3.00,0.75,
1189,stripe,-7.242,-20.626,40.485441003,-80.332510740,1.832595,3.00,0.75,
1190,stripe,-7.371,-20.146,40.485445353,-80.332512262,1.832595,3.00,0.75,
1191,stripe,-7.500,-19.665,40.485449704,-80.332513784,1.832595,3.00,0.75,
1192,stripe,-7.629,-19.184,40.485454054,-80.332515306,1.832595,3.00,0.75,
1193,stripe,-7.758,-18.703,40.485458405,-80.332516828,1.832595,3.00,0.75,
1194,stripe,-7.887,-18.222,40.485462756,-80.332518350,1.832595,3.00,0.75,
1195,stripe,-8.016,-17.741,40.485467106,-80.332519871,1.832595,3.00,0.75,
1196,stripe,-8.144,-17.260,40.485471457,-80.332521393,1.832595,3.00,0.75,
1197,stripe,-8.273,-16.779,40.485475807,-80.332522915,1.832595,3.00,0.75,
1198,stripe,-8.402,-16.298,40.485480158,-80.332524437,1.832595,3.00,0.75,
1199,stripe,-8.531,-15.817,40.485484508,-80.332525959,1.832595,3.00,0.75,
1200,stripe,-8.660,-15.336,40.485488859,-80.332527481,1.832595,3.00,0.75,
1201,stripe,-8.789,-14.856,40.485493210,-80.332529003,1.832595,3.00,0.75,
1202,stripe,-8.918,-14.375,40.485497560,-80.332530525,1.832595,3.00,0.75,
1203,stripe,-9.046,-13.894,40.485501911,-80.332532047,1.832595,3.00,0.75,
1204,stripe,-9.175,-13.413,40.485506261,-80.332533569,1.832595,3.00,0.75,
1205,stripe,-9.304,-12.932,40.485510612,-80.332535091,1.832595,3.00,0.75,
1206,stripe,-9.433,-12.451,40.485514963,-80.332536613,1.832595,3.00,0.75,
1207,stripe,-9.562,-11.970,40.485519313,-80.332538135,1.832595,3.00,0.75,
1208,stripe,-9.691,-11.489,40.485523664,-80.332539657,1.832595,3.00,0.75,
1209,stripe,-9.820,-11.008,40.485528014,-80.332541179,1.832595,3.00,0.75,
1210,stripe,-9.948,-10.527,40.485532365,-80.332542701,1.832595,3.00,0.75,
1211,stripe,-10.077,-10.046,40.485536716,-80.332544223,1.832595,3.00,0.75,
1212,stripe,-10.206,-9.565,40.485541066,-80.332545745,1.832595,3.00,0.75,
1213,stripe,-10.335,-9.085,40.485545417,-80.332547267,1.832595,3.00,0.75,
1214,stripe,-10.464,-8.604,40.485549767,-80.332548789,1.832595,3.00,0.75,
1215,stripe,-10.593,-8.123,40.485554118,-80.332550311,1.701016,3.00,0.75,3.789
1216,connector,-10.657,-7.628,40.485558590,-80.332551076,1.437858,1.50,0.50,1.900
1217,connector,-10.591,-7.134,40.485563060,-80.332550295,1.174700,1.50,0.50,1.900
1218,connector,-10.399,-6.674,40.485567221,-80.332548023,0.988200,1.50,0.50,1.900
1219,connector,-10.284,-6.500,40.485568797,-80.332546668,1.064858,1.50,0.50,4.614
1220,connector,-10.043,-6.064,40.485572742,-80.332543814,1.328016,1.50,0.50,1.900
1221,connector,-9.923,-5.580,40.485577120,-80.332542398,1.591174,1.50,0.50,1.900
1222,connector,-9.933,-5.082,40.485581630,-80.332542518,1.854332,1.50,0.50,1.900
1223,connector,-10.072,-4.603,40.485585960,-80.332544166,2.117490,1.50,0.50,1.900
1224,connector,-10.332,-4.177,40.485589813,-80.332547227,2.380648,1.50,0.50,1.900
1225,connector,-10.693,-3.833,40.485592923,-80.332551491,2.643805,1.50,0.50,1.900
1226,connector,-11.131,-3.595,40.485595076,-80.332556665,2.906963,1.50,0.50,1.900
1227,connector,-11.616,-3.479,40.485596125,-80.332562392,3.170121,1.50,0.50,1.900
1228,connector,-12.114,-3.493,40.485595996,-80.332568278,3.433279,1.50,0.50,1.900
1229,connector,-12.591,-3.637,40.485594699,-80.332573918,3.696437,1.50,0.50,1.900
1230,connector,-13.015,-3.899,40.485592323,-80.332578923,3.959595,1.50,0.50,1.900
1231,connector,-13.356,-4.263,40.485589032,-80.332582949,4.222753,1.50,0.50,1.900
1232,connector,-13.591,-4.703,40.485585051,-80.332585719,4.485911,1.50,0.50,1.900
1233,connector,-13.702,-5.189,40.485580656,-80.332587041,4.749069,1.50,0.50,1.900
1234,connector,-13.684,-5.687,40.485576149,-80.332586825,5.012227,1.50,0.50,1.900
1235,connector,-13.537,-6.164,40.485571840,-80.332585086,5.275384,1.50,0.50,1.900
1236,connector,-13.271,-6.585,40.485568026,-80.332581943,5.538542,1.50,0.50,1.900
1237,connector,-12.904,-6.923,40.485564970,-80.332577613,5.761241,1.50,0.50,1.900
1238,connector,-12.605,-7.096,40.485563410,-80.332574073,5.720783,1.50,0.50,10.435
1239,connector,-12.183,-7.361,40.485561005,-80.332569091,5.457625,1.50,0.50,1.900
1240,connector,-11.845,-7.728,40.485557690,-80.332565098,5.194467,1.50,0.50,1.900
1241,connector,-11.614,-8.170,40.485553694,-80.332562368,5.018538,1.50,0.50,1.900
1242,connector,-11.563,-8.330,40.485552241,-80.332561768,4.974189,1.50,0.50,7.412
1243,stripe,-11.436,-8.802,40.485547969,-80.332560273,4.974189,3.00,0.75,
1244,stripe,-11.310,-9.275,40.485543697,-80.332558779,4.974189,3.00,0.75,
1245,stripe,-11.183,-9.747,40.485539425,-80.332557284,4.974189,3.00,0.75,
1246,stripe,-11.057,-10.219,40.485535153,-80.332555790,4.974189,3.00,0.75,
1247,stripe,-10.930,-10.691,40.485530881,-80.332554295,4.974189,3.00,0.75,
1248,stripe,-10.804,-11.164,40.485526609,-80.332552801,4.974189,3.00,0.75,
1249,stripe,-10.677,-11.636,40.485522337,-80.332551306,4.974189,3.00,0.75,
1250,stripe,-10.550,-12.108,40.485518064,-80.332549812,4.974189,3.00,0.75,
1251,stripe,-10.424,-12.580,40.485513792,-80.332548317,4.974189,3.00,0.75,
1252,stripe,-10.297,-13.053,40.485509520,-80.332546823,4.974189,3.00,0.75,
1253,stripe,-10.171,-13.525,40.485505248,-80.332545328,4.974189,3.00,0.75,
1254,stripe,-10.044,-13.997,40.485500976,-80.332543834,4.974189,3.00,0.75,
1255,stripe,-9.918,-14.469,40.485496704,-80.332542339,4.974189,3.00,0.75,
1256,stripe,-9.791,-14.941,40.485492432,-80.332540845,4.974189,3.00,0.75,
1257,stripe,-9.665,-15.414,40.485488160,-80.332539350,4.974189,3.00,0.75,
1258,stripe,-9.538,-15.886,40.485483888,-80.332537856,4.974189,3.00,0.75,
1259,stripe,-9.412,-16.358,40.485479616,-80.332536361,4.974189,3.00,0.75,
1260,stripe,-9.285,-16.830,40.485475344,-80.332534867,4.974189,3.00,0.75,
1261,stripe,-9.159,-17.303,40.485471072,-80.332533372,4.974189,3.00,0.75,
1262,stripe,-9.032,-17.775,40.485466800,-80.332531878,4.974189,3.00,0.75,
1263,stripe,-8.906,-18.247,40.485462528,-80.332530383,4.974189,3.00,0.75,
1264,stripe,-8.779,-18.719,40.485458255,-80.332528889,4.974189,3.00,0.75,
1265,stripe,-8.652,-19.192,40.485453983,-80.332527394,4.974189,3.00,0.75,
1266,stripe,-8.526,-19.664,40.485449711,-80.332525900,4.974189,3.00,0.75,
1267,stripe,-8.399,-20.136,40.485445439,-80.332524405,4.974189,3.00,0.75,
1268,stripe,-8.273,-20.608,40.485441167,-80.332522911,4.974189,3.00,0.75,
1269,stripe,-8.146,-21.081,40.485436895,-80.332521416,4.974189,3.00,0.75,
1270,stripe,-8.020,-21.553,40.485432623,-80.332519922,4.974189,3.00,0.75,
1271,stripe,-7.893,-22.025,40.485428351,-80.332518427,4.974189,3.00,0.75,
1272,stripe,-7.767,-22.497,40.485424079,-80.332516933,4.974189,3.00,0.75,
1273,stripe,-7.640,-22.969,40.485419807,-80.332515438,4.974189,3.00,0.75,
